id;id_orders;id_products;sales;quantity;discount;profit;Order ID;Product ID
88;42;86;6,16;2;0;2,9568;CA-2017-155558;OFF-LA-10000134
89;43;87;158,368;7;0,2;13,8572;CA-2016-159695;OFF-ST-10003442
90;44;88;20,1;3;0;6,633;CA-2016-109806;OFF-AR-10004930
91;44;41;73,584;2;0,2;8,2782;CA-2016-109806;TEC-PH-10004093
92;44;89;6,48;1;0;3,1104;CA-2016-109806;OFF-PA-10000304
93;45;90;12,96;2;0;6,2208;CA-2015-149587;OFF-PA-10003177
94;45;91;53,34;3;0;16,5354;CA-2015-149587;FUR-FU-10003799
95;45;92;32,96;2;0;16,1504;CA-2015-149587;OFF-BI-10002852
96;46;93;5,682;1;0,7;-3,788;US-2017-109484;OFF-BI-10004738
97;47;94;96,53;7;0;40,5426;CA-2017-161018;FUR-FU-10000629
98;48;95;51,312;3;0,2;17,9592;CA-2017-157833;OFF-BI-10001721
99;49;96;77,88;6;0;22,5852;CA-2016-149223;OFF-AP-10000358
100;50;97;64,624;7;0,2;22,6184;CA-2016-158568;OFF-PA-10003256
101;50;98;95,976;3;0,2;-10,7973;CA-2016-158568;TEC-AC-10001767
102;50;99;1,788;3;0,8;-3,0396;CA-2016-158568;OFF-BI-10002609
103;51;100;23,92;4;0;11,7208;CA-2016-129903;OFF-PA-10004040
104;52;101;238,896;6;0,2;-26,8758;US-2015-156867;TEC-AC-10001552
105;52;102;102,36;3;0,2;-3,8385;US-2015-156867;FUR-FU-10004006
106;52;103;36,882;3;0,7;-25,8174;US-2015-156867;OFF-BI-10002794
107;53;104;74,112;8;0,2;17,6016;CA-2017-119004;TEC-AC-10003499
108;53;105;27,992;1;0,2;2,0994;CA-2017-119004;TEC-PH-10002844
109;53;106;3,304;1;0,2;1,0738;CA-2017-119004;OFF-AR-10000390
110;54;107;339,96;5;0,2;67,992;CA-2015-129476;TEC-AC-10000844
111;55;108;41,96;2;0;10,9096;CA-2017-146780;FUR-FU-10001934
112;56;109;75,96;2;0;22,788;CA-2016-128867;OFF-AR-10000380
113;56;110;27,24;6;0;13,3476;CA-2016-128867;OFF-BI-10003981
114;57;111;40,096;14;0,2;14,5348;CA-2014-115259;OFF-FA-10000621
115;57;112;4,72;2;0,2;1,652;CA-2014-115259;OFF-EN-10002600
116;57;113;23,976;3;0,2;7,4925;CA-2014-115259;OFF-PA-10004965
117;57;114;130,464;6;0,2;44,0316;CA-2014-115259;OFF-EN-10002504
118;58;115;787,53;3;0;165,3813;CA-2015-110457;FUR-TA-10001768
119;59;116;157,794;1;0,7;-115,7156;US-2015-136476;OFF-BI-10003650
120;60;117;47,04;3;0;18,3456;CA-2016-103730;FUR-FU-10002157
121;60;9;30,84;4;0;13,878;CA-2016-103730;OFF-BI-10003910
122;60;118;226,56;6;0;63,4368;CA-2016-103730;OFF-ST-10000777
123;60;119;115,02;9;0;51,759;CA-2016-103730;OFF-EN-10002500
124;60;120;68,04;7;0;19,7316;CA-2016-103730;TEC-PH-10003875
125;61;121;600,558;3;0,3;-8,5794;US-2014-152030;FUR-CH-10004063
126;62;122;617,7;6;0,5;-407,682;US-2014-134614;FUR-TA-10004534
127;63;123;2,388;2;0,7;-1,8308;US-2017-107272;OFF-BI-10003274
128;63;124;243,992;7;0,2;30,499;US-2017-107272;OFF-ST-10002974
129;64;65;81,424;2;0,2;-9,1602;US-2016-125969;FUR-CH-10001146
130;64;125;238,56;3;0;26,2416;US-2016-125969;FUR-FU-10003773
131;65;126;59,97;5;0,4;-11,994;US-2017-164147;TEC-PH-10002293
132;65;127;78,304;2;0,2;29,364;US-2017-164147;OFF-PA-10002377
133;65;128;21,456;9;0,2;6,9732;US-2017-164147;OFF-FA-10002780
134;66;129;20,04;3;0;9,6192;CA-2016-145583;OFF-PA-10001804
135;66;130;35,44;1;0;16,6568;CA-2016-145583;OFF-PA-10001736
136;66;131;11,52;4;0;3,456;CA-2016-145583;OFF-AR-10001149
137;66;132;4,02;2;0;1,9698;CA-2016-145583;OFF-FA-10002988
138;66;133;76,176;3;0,2;26,6616;CA-2016-145583;OFF-BI-10004781
139;66;134;65,88;6;0;18,4464;CA-2016-145583;OFF-SU-10001218
140;66;51;43,12;14;0;20,6976;CA-2016-145583;FUR-FU-10001706
141;67;29;82,8;2;0,2;10,35;CA-2016-110366;FUR-FU-10004848
142;68;135;8,82;3;0;2,3814;CA-2017-106180;OFF-AR-10000940
143;68;136;10,86;3;0;5,1042;CA-2017-106180;OFF-EN-10004030
144;68;137;143,7;3;0;68,976;CA-2017-106180;OFF-PA-10004327
145;69;138;839,43;3;0;218,2518;CA-2017-155376;OFF-AP-10001058
146;70;83;671,93;7;0;20,1579;CA-2015-110744;OFF-ST-10003656
147;71;139;93,888;4;0,2;12,9096;CA-2014-110072;FUR-FU-10000521
148;72;140;384,45;11;0;103,8015;CA-2016-114489;TEC-PH-10000215
149;72;141;149,97;3;0;5,9988;CA-2016-114489;TEC-PH-10001448
150;72;2;1951,84;8;0;585,552;CA-2016-114489;FUR-CH-10000454
151;72;142;171,55;5;0;80,6285;CA-2016-114489;OFF-BI-10002735
152;73;143;157,92;5;0,2;17,766;CA-2016-158834;OFF-AP-10000326
153;73;144;203,184;2;0,2;15,2388;CA-2016-158834;TEC-PH-10001254
154;74;145;58,38;7;0;26,271;CA-2015-124919;OFF-PA-10001950
155;74;146;105,52;4;0;48,5392;CA-2015-124919;OFF-PA-10002254
156;74;147;80,88;6;0;21,0288;CA-2015-124919;OFF-ST-10001590
157;75;148;6,63;3;0;1,7901;CA-2015-118948;OFF-AR-10001547
158;76;121;457,568;2;0,2;51,4764;CA-2014-104269;FUR-CH-10004063
159;77;149;14,62;2;0;6,8714;CA-2016-114104;OFF-LA-10002475
160;77;150;944,93;7;0;236,2325;CA-2016-114104;TEC-PH-10004536
161;78;151;5,98;1;0;2,691;CA-2016-162733;OFF-PA-10002751
162;79;152;54,384;2;0,2;1,3596;CA-2015-119697;TEC-AC-10003657
163;80;153;28,4;5;0;13,348;CA-2016-154508;OFF-EN-10001990
164;81;154;27,68;2;0,2;9,688;CA-2016-113817;OFF-BI-10004002
165;82;155;9,936;3;0,2;2,7324;CA-2014-139892;OFF-AR-10004441
166;82;156;8159,952;8;0,4;-1359,992;CA-2014-139892;TEC-MA-10000822
167;82;157;275,928;3;0,2;-58,6347;CA-2014-139892;OFF-ST-10000991
168;82;158;1740,06;9;0,3;-24,858;CA-2014-139892;FUR-CH-10004287
169;82;159;32,064;6;0,2;6,8136;CA-2014-139892;OFF-AR-10002656
170;82;160;177,98;5;0,8;-453,849;CA-2014-139892;OFF-AP-10002518
171;82;161;143,976;3;0,2;8,9985;CA-2014-139892;TEC-PH-10003931
172;83;162;20,94;3;0;9,8418;CA-2014-118962;OFF-PA-10000659
173;83;163;110,96;2;0;53,2608;CA-2014-118962;OFF-PA-10001144
174;83;164;340,144;7;0,2;21,259;CA-2014-118962;FUR-CH-10003817
175;84;165;52,448;2;0,8;-131,12;US-2014-100853;OFF-AP-10000891
176;84;166;20,16;4;0,2;6,552;US-2014-100853;OFF-LA-10003148
177;85;167;97,264;4;0,8;-243,16;US-2017-152366;OFF-AP-10002684
178;86;168;396,802;7;0,3;-11,3372;US-2015-101511;FUR-CH-10004698
179;86;169;15,88;5;0,2;-3,7715;US-2015-101511;OFF-SU-10002189
180;87;170;3,28;1;0;1,4104;CA-2015-137225;OFF-AR-10001940
181;88;171;24,816;2;0,2;1,8612;CA-2014-166191;OFF-ST-10003455
182;88;172;408,744;7;0,2;76,6395;CA-2014-166191;TEC-AC-10004659
183;89;173;503,96;4;0;131,0296;CA-2014-158274;TEC-PH-10003273
184;89;174;149,95;5;0;41,986;CA-2014-158274;TEC-PH-10004896
185;89;175;29;2;0;7,25;CA-2014-158274;TEC-AC-10002345
186;90;176;7,16;2;0;3,4368;CA-2016-105018;OFF-BI-10001890
187;91;177;176,8;8;0;22,984;CA-2014-123260;TEC-AC-10002323
188;92;178;37,224;3;0,2;3,7224;CA-2016-157000;OFF-ST-10001328
189;92;145;20,016;3;0,2;6,255;CA-2016-157000;OFF-PA-10001950
190;93;179;899,136;4;0,2;112,392;CA-2015-102281;FUR-BO-10002613
191;93;180;71,76;6;0;20,0928;CA-2015-102281;TEC-PH-10001552
192;93;181;51,84;8;0;24,8832;CA-2015-102281;OFF-PA-10000061
193;93;38;626,352;3;0,2;46,9764;CA-2015-102281;FUR-BO-10002545
194;93;182;19,9;5;0;6,567;CA-2015-102281;OFF-AR-10003514
195;94;30;14,28;7;0;6,7116;CA-2015-131457;OFF-EN-10001509
196;95;183;7,408;2;0,2;1,2038;CA-2014-140004;OFF-AR-10004685
197;95;184;6,048;3;0,2;1,5876;CA-2014-140004;OFF-AR-10004027
198;96;185;46,26;3;0;12,0276;CA-2017-107720;OFF-ST-10001414
199;97;186;2,946;2;0,7;-2,2586;US-2017-124303;OFF-BI-10000343
200;97;187;16,056;3;0,2;5,8203;US-2017-124303;OFF-PA-10002749
201;98;188;21,744;3;0,2;6,795;CA-2017-105074;OFF-PA-10002666
202;99;189;218,75;2;0,5;-161,875;CA-2014-133690;FUR-TA-10004289
203;99;190;2,6;1;0,2;0,2925;CA-2014-133690;OFF-AP-10003622
204;100;191;66,284;2;0,8;-178,9668;US-2017-116701;OFF-AP-10003217
205;101;192;35,168;7;0,2;9,6712;CA-2017-126382;FUR-FU-10002960
206;102;193;444,768;4;0,2;44,4768;CA-2017-108329;TEC-PH-10001918
207;103;194;83,92;4;0;5,8744;CA-2017-135860;OFF-ST-10000642
208;103;195;131,98;2;0;35,6346;CA-2017-135860;TEC-PH-10001700
209;103;123;15,92;4;0;7,4824;CA-2017-135860;OFF-BI-10003274
210;103;196;52,29;9;0;16,2099;CA-2017-135860;OFF-FA-10000134
211;103;197;91,99;1;0;3,6796;CA-2017-135860;OFF-ST-10001522
212;104;198;20,8;2;0,2;6,5;CA-2015-101007;TEC-AC-10001266
213;105;199;23,68;2;0,2;8,88;CA-2015-146262;OFF-LA-10004544
214;105;200;452,45;5;0,5;-244,323;CA-2015-146262;FUR-BO-10004695
215;105;105;62,982;3;0,4;-14,6958;CA-2015-146262;TEC-PH-10002844
216;105;201;1188;9;0,7;-950,4;CA-2015-146262;TEC-MA-10000864
217;105;202;89,584;2;0,2;4,4792;CA-2015-146262;TEC-AC-10000109
218;106;178;93,06;6;0;26,0568;CA-2016-130162;OFF-ST-10001328
219;106;203;302,376;3;0,2;22,6782;CA-2016-130162;TEC-PH-10002563
220;107;204;5,584;2;0,2;1,8148;CA-2015-169397;OFF-FA-10000585
221;107;205;22,704;6;0,2;8,2302;CA-2015-169397;OFF-PA-10004000
222;107;92;19,776;4;0,7;-13,8432;CA-2015-169397;OFF-BI-10002852
223;107;206;72,704;4;0,2;19,0848;CA-2015-169397;FUR-FU-10000087
224;107;207;479,988;4;0,7;-383,9904;CA-2015-169397;TEC-MA-10001148
225;107;208;27,168;2;0,2;2,7168;CA-2015-169397;OFF-AR-10001958
226;108;209;2,2;1;0;0,968;CA-2015-163055;OFF-AR-10001026
227;108;210;622,45;5;0;136,939;CA-2015-163055;FUR-TA-10003748
228;108;211;21,98;1;0;0,2198;CA-2015-163055;OFF-ST-10002485
229;109;212;161,568;2;0,2;-28,2744;US-2015-145436;FUR-CH-10004860
230;109;213;389,696;8;0,2;43,8408;US-2015-145436;FUR-CH-10004477
231;110;214;18,648;7;0,7;-12,432;US-2014-156216;OFF-BI-10001679
232;111;215;233,86;2;0,45;-102,048;US-2017-100930;FUR-TA-10001705
233;111;216;620,6145;3;0,45;-248,2458;US-2017-100930;FUR-TA-10003473
234;111;214;5,328;2;0,7;-3,552;US-2017-100930;OFF-BI-10001679
235;111;217;258,072;3;0,2;0;US-2017-100930;FUR-FU-10004017
236;111;218;617,976;3;0,2;-7,7247;US-2017-100930;TEC-AC-10003832
237;112;219;10,56;2;0;4,752;CA-2017-160514;OFF-PA-10002479
238;113;220;25,92;5;0,2;9,396;CA-2016-157749;OFF-PA-10003349
239;113;221;419,68;5;0,6;-356,728;CA-2016-157749;FUR-FU-10000576
240;113;222;11,688;3;0,6;-4,6752;CA-2016-157749;FUR-FU-10004351
241;113;223;31,984;2;0,2;11,1944;CA-2016-157749;TEC-PH-10000011
242;113;224;177,225;5;0,5;-120,513;CA-2016-157749;FUR-TA-10002607
243;113;225;4,044;3;0,6;-2,8308;CA-2016-157749;FUR-FU-10002505
244;113;183;7,408;2;0,2;1,2038;CA-2016-157749;OFF-AR-10004685
245;114;121;2001,86;7;0;580,5394;CA-2014-131926;FUR-CH-10004063
246;114;226;166,72;2;0;41,68;CA-2014-131926;OFF-ST-10002276
247;114;227;47,88;6;0;23,94;CA-2014-131926;OFF-PA-10004082
248;114;228;1503,25;5;0;496,0725;CA-2014-131926;OFF-AP-10002945
249;114;181;25,92;4;0;12,4416;CA-2014-131926;OFF-PA-10000061
250;115;229;321,568;2;0,2;28,1372;CA-2016-154739;FUR-CH-10002965
251;116;230;7,61;1;0;3,5767;CA-2016-145625;OFF-PA-10004569
252;116;218;3347,37;13;0;636,0003;CA-2016-145625;TEC-AC-10003832
253;117;231;80,58;6;0;22,5624;CA-2016-146941;OFF-ST-10001228
254;117;232;361,92;4;0;162,864;CA-2016-146941;OFF-EN-10003296
255;118;225;12,132;9;0,6;-8,4924;US-2015-159982;FUR-FU-10002505
256;118;233;82,368;2;0,2;-19,5624;US-2015-159982;OFF-ST-10004804
257;118;147;53,92;5;0,2;4,044;US-2015-159982;OFF-ST-10001590
258;118;234;647,904;6;0,2;56,6916;US-2015-159982;TEC-PH-10001580
259;119;235;20,37;3;0;6,9258;CA-2017-163139;TEC-AC-10000290
260;119;236;221,55;3;0;6,6465;CA-2017-163139;OFF-ST-10002790
261;119;237;17,52;5;0,2;6,132;CA-2017-163139;OFF-BI-10003460
262;120;238;1,624;2;0,8;-4,466;US-2017-155299;OFF-AP-10002203
263;121;156;3059,982;3;0,4;-509,997;US-2014-106992;TEC-MA-10000822
264;121;239;2519,958;7;0,4;-251,9958;US-2014-106992;TEC-MA-10003353
265;122;240;328,224;4;0,2;28,7196;CA-2016-125318;TEC-PH-10001433
266;123;241;79,9;2;0;35,156;CA-2015-155040;TEC-AC-10004469
267;124;242;14,016;3;0,2;4,7304;CA-2017-136826;OFF-AR-10003602
268;125;243;7,56;6;0;0,3024;CA-2016-111010;OFF-FA-10003472
269;126;244;37,208;1;0,2;-7,4416;US-2017-145366;OFF-ST-10004180
270;126;245;57,576;3;0,2;21,591;US-2017-145366;OFF-EN-10004386
271;127;246;725,84;4;0;210,4936;CA-2017-163979;OFF-ST-10003208
272;128;247;209,93;7;0;92,3692;CA-2015-155334;TEC-AC-10003628
273;128;248;5,28;3;0;2,3232;CA-2015-155334;FUR-FU-10003274
274;128;249;10,92;3;0,2;4,095;CA-2015-155334;OFF-BI-10002557
275;129;250;8,82;2;0;4,0572;CA-2017-118136;OFF-PA-10002615
276;129;251;5,98;1;0;1,5548;CA-2017-118136;OFF-AR-10001427
277;130;252;11,648;2;0,2;4,0768;CA-2017-132976;OFF-PA-10000673
278;130;253;18,176;4;0,2;5,9072;CA-2017-132976;OFF-PA-10004470
279;130;254;59,712;6;0,2;5,9712;CA-2017-132976;OFF-ST-10000876
280;130;255;24,84;3;0,2;8,694;CA-2017-132976;OFF-LA-10002043
281;131;256;2,08;5;0,8;-3,432;US-2015-161991;OFF-BI-10004967
282;131;257;1114,4;7;0,2;376,11;US-2015-161991;TEC-PH-10001760
283;132;258;1038,84;5;0,2;51,942;CA-2015-130890;FUR-TA-10002903
284;133;259;141,76;5;0,2;47,844;CA-2015-130883;OFF-PA-10000474
285;133;260;239,8;5;0,2;47,96;CA-2015-130883;TEC-AC-10001956
286;133;261;31,104;6;0,2;10,8864;CA-2015-130883;OFF-PA-10004100
287;134;262;254,058;7;0,7;-169,372;CA-2016-112697;OFF-BI-10000778
288;134;167;194,528;2;0,2;24,316;CA-2016-112697;OFF-AP-10002684
289;134;263;961,48;5;0,2;-204,3145;CA-2016-112697;OFF-SU-10000646
290;135;264;19,096;7;0,2;6,6836;CA-2016-110772;OFF-FA-10002983
291;135;265;18,496;8;0,2;6,2424;CA-2016-110772;OFF-LA-10004689
292;135;266;255,984;2;0,2;54,3966;CA-2016-110772;TEC-AC-10002001
293;135;267;86,97;3;0,5;-48,7032;CA-2016-110772;FUR-BO-10004709
294;136;268;300,416;8;0,2;78,8592;CA-2014-111451;FUR-FU-10004091
295;136;269;230,352;3;0,2;20,1558;CA-2014-111451;FUR-CH-10001891
296;136;270;218,352;3;0,2;-24,5646;CA-2014-111451;FUR-FU-10002918
297;136;271;78,6;5;0,7;-62,88;CA-2014-111451;OFF-BI-10004593
298;136;272;27,552;3;0,2;9,2988;CA-2014-111451;OFF-FA-10004854
299;137;273;32,4;5;0;15,552;CA-2016-142545;OFF-PA-10002105
300;137;274;1082,48;8;0;10,8248;CA-2016-142545;OFF-ST-10002756
301;137;275;56,91;3;0;27,3168;CA-2016-142545;OFF-PA-10004243
302;137;276;77,6;4;0;38,024;CA-2016-142545;FUR-FU-10001861
303;137;277;14,28;1;0;6,5688;CA-2016-142545;OFF-BI-10002706
304;138;278;219,075;3;0,5;-131,445;US-2017-152380;FUR-TA-10002533
305;139;279;26,8;2;0;12,864;CA-2015-144253;FUR-FU-10002671
306;140;280;9,84;3;0;2,8536;CA-2014-130960;OFF-AR-10003651
307;141;281;45,48;3;0;20,9208;CA-2014-111003;OFF-BI-10001072
308;141;282;289,2;6;0;83,868;CA-2014-111003;OFF-AR-10002135
309;142;283;4,89;1;0;2,0049;CA-2017-126774;OFF-AR-10002804
310;143;284;15,136;4;0,2;3,5948;CA-2016-142902;FUR-FU-10001918
311;143;285;466,768;2;0,2;52,5114;CA-2016-142902;FUR-CH-10004086
312;143;286;15,232;1;0,2;1,7136;CA-2016-142902;FUR-FU-10001756
313;143;287;6,264;3;0,2;2,0358;CA-2016-142902;OFF-LA-10000634
314;144;288;87,54;3;0;37,6422;CA-2014-120887;FUR-FU-10001588
315;145;289;178,384;2;0,2;22,298;CA-2014-167850;TEC-PH-10002398
316;145;290;15,552;3;0,2;5,4432;CA-2014-167850;OFF-PA-10001937
317;146;291;99,136;4;0,2;8,6744;CA-2014-164259;OFF-AR-10003373
318;147;292;135,882;1;0,1;24,1568;CA-2014-164973;FUR-CH-10002602
319;147;293;3991,98;2;0;1995,99;CA-2014-164973;TEC-MA-10002927
320;147;41;275,94;6;0;80,0226;CA-2014-164973;TEC-PH-10004093
321;147;294;360;4;0;129,6;CA-2014-164973;TEC-AC-10000892
322;147;124;43,57;1;0;13,071;CA-2014-164973;OFF-ST-10002974
323;148;295;7,16;2;0;3,58;CA-2014-156601;OFF-FA-10000624
324;149;271;251,52;6;0,2;81,744;CA-2016-162138;OFF-BI-10004593
325;149;296;99,99;1;0;34,9965;CA-2016-162138;TEC-AC-10001908
326;150;297;15,992;1;0,2;0,9995;CA-2017-153339;FUR-FU-10001967
327;151;298;290,898;3;0,4;-67,8762;US-2016-141544;TEC-PH-10003645
328;151;299;54,224;2;0,2;3,389;US-2016-141544;OFF-ST-10000675
329;151;300;786,744;4;0,3;-258,5016;US-2016-141544;FUR-CH-10003312
330;151;301;100,24;10;0,2;33,831;US-2016-141544;OFF-LA-10001074
331;151;302;37,764;6;0,7;-27,6936;US-2016-141544;OFF-BI-10001524
332;152;303;82,8;2;0,4;-20,7;US-2016-150147;TEC-PH-10004614
333;152;304;20,724;2;0,7;-13,816;US-2016-150147;OFF-BI-10001153
334;152;305;4,896;3;0,7;-3,4272;US-2016-150147;OFF-BI-10001982
335;153;306;4,752;1;0,2;1,6038;CA-2015-137946;OFF-BI-10001922
336;153;307;959,984;2;0,2;335,9944;CA-2015-137946;TEC-CO-10001449
337;153;308;14,368;4;0,2;4,49;CA-2015-137946;OFF-BI-10004140
338;154;309;7,712;2;0,2;2,7956;CA-2014-129924;OFF-BI-10003314
339;154;310;698,352;3;0,2;-17,4588;CA-2014-129924;FUR-TA-10004575
340;155;311;4,96;4;0;2,3312;CA-2015-128167;OFF-FA-10000490
341;156;312;17,856;4;0,2;1,116;CA-2014-122336;OFF-AR-10000122
342;156;14;509,97;10;0,7;-407,976;CA-2014-122336;OFF-BI-10003656
343;156;128;30,992;13;0,2;10,0724;CA-2014-122336;OFF-FA-10002780
344;156;313;71,928;12;0,4;8,3916;CA-2014-122336;TEC-PH-10000702
345;157;18;88,8;4;0,2;-2,22;US-2015-120712;OFF-ST-10000107
346;158;126;47,976;3;0,2;4,7976;CA-2017-169901;TEC-PH-10002293
347;159;184;7,56;3;0;3,0996;CA-2017-134306;OFF-AR-10004027
348;159;34;24,56;2;0;11,5432;CA-2017-134306;OFF-PA-10000249
349;159;314;12,96;2;0;4,1472;CA-2017-134306;OFF-AR-10001374
